index,country,year,sex,age,suicides_no,population,suicides_100k,gdp_yearly,gdp_capita,generation
5221,Canada,2010,female,35-54 years,402,5044926,7.97,"1,613,464,422,811",49974,Generation X
5222,Canada,2010,female,55-74 years,237,3510692,6.75,"1,613,464,422,811",49974,Silent
5223,Canada,2010,female,25-34 years,154,2335884,6.59,"1,613,464,422,811",49974,Generation X
5224,Canada,2010,female,15-24 years,115,2239759,5.13,"1,613,464,422,811",49974,Millenials
5225,Canada,2010,female,75+ years,49,1347679,3.64,"1,613,464,422,811",49974,Silent
5226,Canada,2010,male,5-14 years,19,1922599,0.99,"1,613,464,422,811",49974,Generation Z
5227,Canada,2010,female,5-14 years,13,1820274,0.71,"1,613,464,422,811",49974,Generation Z
5228,Canada,2011,male,35-54 years,1127,5074280,22.21,"1,788,647,906,048",54841,Generation X
5229,Canada,2011,male,55-74 years,683,3455517,19.77,"1,788,647,906,048",54841,Boomers
5230,Canada,2011,male,75+ years,184,943428,19.5,"1,788,647,906,048",54841,Silent
5231,Canada,2011,male,25-34 years,410,2400784,17.08,"1,788,647,906,048",54841,Millenials
5232,Canada,2011,male,15-24 years,364,2356694,15.45,"1,788,647,906,048",54841,Millenials
5233,Canada,2011,female,35-54 years,390,5032043,7.75,"1,788,647,906,048",54841,Generation X
5234,Canada,2011,female,15-24 years,135,2248192,6.0,"1,788,647,906,048",54841,Millenials
5235,Canada,2011,female,55-74 years,215,3629587,5.92,"1,788,647,906,048",54841,Boomers
5236,Canada,2011,female,25-34 years,134,2370185,5.65,"1,788,647,906,048",54841,Millenials
5237,Canada,2011,female,75+ years,55,1368680,4.02,"1,788,647,906,048",54841,Silent
5238,Canada,2011,female,5-14 years,18,1815461,0.99,"1,788,647,906,048",54841,Generation Z
5239,Canada,2011,male,5-14 years,13,1920567,0.68,"1,788,647,906,048",54841,Generation Z
5240,Canada,2012,male,35-54 years,1205,5056024,23.83,"1,824,288,757,448",55347,Generation X
5241,Canada,2012,male,55-74 years,770,3586361,21.47,"1,824,288,757,448",55347,Boomers
5242,Canada,2012,male,75+ years,180,967342,18.61,"1,824,288,757,448",55347,Silent
5243,Canada,2012,male,25-34 years,419,2431632,17.23,"1,824,288,757,448",55347,Millenials
5244,Canada,2012,male,15-24 years,381,2358461,16.15,"1,824,288,757,448",55347,Millenials
5245,Canada,2012,female,35-54 years,385,5018897,7.67,"1,824,288,757,448",55347,Generation X
5246,Canada,2012,female,55-74 years,241,3756013,6.42,"1,824,288,757,448",55347,Boomers
5247,Canada,2012,female,15-24 years,137,2255895,6.07,"1,824,288,757,448",55347,Millenials
5248,Canada,2012,female,25-34 years,129,2403433,5.37,"1,824,288,757,448",55347,Millenials
5249,Canada,2012,female,75+ years,45,1389078,3.24,"1,824,288,757,448",55347,Silent
5250,Canada,2012,female,5-14 years,17,1816079,0.94,"1,824,288,757,448",55347,Generation Z
5251,Canada,2012,male,5-14 years,17,1921981,0.88,"1,824,288,757,448",55347,Generation Z
5252,Canada,2013,male,35-54 years,1244,5032714,24.72,"1,842,628,005,830",55310,Generation X
5253,Canada,2013,male,75+ years,231,991048,23.31,"1,842,628,005,830",55310,Silent
5254,Canada,2013,male,55-74 years,812,3724622,21.8,"1,842,628,005,830",55310,Boomers
5255,Canada,2013,male,25-34 years,439,2456335,17.87,"1,842,628,005,830",55310,Millenials
5256,Canada,2013,male,15-24 years,300,2362807,12.7,"1,842,628,005,830",55310,Millenials
5257,Canada,2013,female,35-54 years,400,5003771,7.99,"1,842,628,005,830",55310,Generation X
5258,Canada,2013,female,55-74 years,255,3887315,6.56,"1,842,628,005,830",55310,Boomers
5259,Canada,2013,female,15-24 years,138,2261173,6.1,"1,842,628,005,830",55310,Millenials
5260,Canada,2013,female,25-34 years,135,2433660,5.55,"1,842,628,005,830",55310,Millenials
5261,Canada,2013,female,75+ years,65,1410630,4.61,"1,842,628,005,830",55310,Silent
5262,Canada,2013,female,5-14 years,20,1823010,1.1,"1,842,628,005,830",55310,Generation Z
5263,Canada,2013,male,5-14 years,15,1927751,0.78,"1,842,628,005,830",55310,Generation Z
16564,Mexico,1985,male,75+ years,44,432000,10.19,"184,472,557,415",2730,G.I. Generation
16565,Mexico,1985,male,55-74 years,145,2330000,6.22,"184,472,557,415",2730,G.I. Generation
16566,Mexico,1985,male,25-34 years,340,5679000,5.99,"184,472,557,415",2730,Boomers
16567,Mexico,1985,male,35-54 years,327,5836000,5.6,"184,472,557,415",2730,Silent
16568,Mexico,1985,male,15-24 years,375,8420000,4.45,"184,472,557,415",2730,Generation X
16569,Mexico,1985,female,15-24 years,107,8211000,1.3,"184,472,557,415",2730,Generation X
16570,Mexico,1985,female,75+ years,7,563000,1.24,"184,472,557,415",2730,G.I. Generation
16571,Mexico,1985,female,25-34 years,61,5661000,1.08,"184,472,557,415",2730,Boomers
16572,Mexico,1985,female,35-54 years,55,6100000,0.9,"184,472,557,415",2730,Silent
16573,Mexico,1985,female,55-74 years,15,2651000,0.57,"184,472,557,415",2730,G.I. Generation
16574,Mexico,1985,male,5-14 years,48,11029000,0.44,"184,472,557,415",2730,Generation X
16575,Mexico,1985,female,5-14 years,20,10654000,0.19,"184,472,557,415",2730,Generation X
16576,Mexico,1986,male,75+ years,70,442100,15.83,"129,440,993,789",1873,G.I. Generation
16577,Mexico,1986,male,55-74 years,176,2383900,7.38,"129,440,993,789",1873,G.I. Generation
16578,Mexico,1986,male,25-34 years,388,5809900,6.68,"129,440,993,789",1873,Boomers
16579,Mexico,1986,male,35-54 years,361,5971300,6.05,"129,440,993,789",1873,Silent
16580,Mexico,1986,male,15-24 years,408,8614300,4.74,"129,440,993,789",1873,Generation X
16581,Mexico,1986,female,15-24 years,117,8400500,1.39,"129,440,993,789",1873,Generation X
16582,Mexico,1986,female,25-34 years,70,5791500,1.21,"129,440,993,789",1873,Boomers
16583,Mexico,1986,female,35-54 years,51,6239700,0.82,"129,440,993,789",1873,Silent
16584,Mexico,1986,female,75+ years,4,576700,0.69,"129,440,993,789",1873,G.I. Generation
16585,Mexico,1986,female,55-74 years,12,2711700,0.44,"129,440,993,789",1873,G.I. Generation
16586,Mexico,1986,male,5-14 years,42,11282700,0.37,"129,440,993,789",1873,Generation X
16587,Mexico,1986,female,5-14 years,15,10899200,0.14,"129,440,993,789",1873,Generation X
16588,Mexico,1987,male,75+ years,54,456000,11.84,"140,263,387,027",2064,G.I. Generation
16589,Mexico,1987,male,25-34 years,382,5659000,6.75,"140,263,387,027",2064,Boomers
16590,Mexico,1987,male,55-74 years,161,2409000,6.68,"140,263,387,027",2064,G.I. Generation
16591,Mexico,1987,male,35-54 years,378,6187000,6.11,"140,263,387,027",2064,Silent
16592,Mexico,1987,male,15-24 years,405,8726000,4.64,"140,263,387,027",2064,Generation X
16593,Mexico,1987,female,15-24 years,113,8559000,1.32,"140,263,387,027",2064,Generation X
16594,Mexico,1987,female,25-34 years,64,5728000,1.12,"140,263,387,027",2064,Boomers
16595,Mexico,1987,female,35-54 years,68,6389000,1.06,"140,263,387,027",2064,Silent
16596,Mexico,1987,female,55-74 years,20,2727000,0.73,"140,263,387,027",2064,G.I. Generation
16597,Mexico,1987,female,75+ years,4,599100,0.67,"140,263,387,027",2064,G.I. Generation
16598,Mexico,1987,male,5-14 years,36,10423000,0.35,"140,263,387,027",2064,Generation X
16599,Mexico,1987,female,5-14 years,16,10086000,0.16,"140,263,387,027",2064,Generation X
16600,Mexico,1988,male,75+ years,60,467000,12.85,"183,144,164,357",2630,G.I. Generation
16601,Mexico,1988,male,55-74 years,185,2511000,7.37,"183,144,164,357",2630,G.I. Generation
16602,Mexico,1988,male,25-34 years,361,5878000,6.14,"183,144,164,357",2630,Boomers
16603,Mexico,1988,male,35-54 years,353,6379000,5.53,"183,144,164,357",2630,Silent
16604,Mexico,1988,male,15-24 years,418,9021000,4.63,"183,144,164,357",2630,Generation X
16605,Mexico,1988,female,15-24 years,118,8850000,1.33,"183,144,164,357",2630,Generation X
16606,Mexico,1988,female,75+ years,7,614000,1.14,"183,144,164,357",2630,G.I. Generation
16607,Mexico,1988,female,25-34 years,59,5953000,0.99,"183,144,164,357",2630,Boomers
16608,Mexico,1988,female,35-54 years,60,6590000,0.91,"183,144,164,357",2630,Silent
16609,Mexico,1988,female,55-74 years,21,2844000,0.74,"183,144,164,357",2630,G.I. Generation
16610,Mexico,1988,male,5-14 years,46,10438000,0.44,"183,144,164,357",2630,Generation X
16611,Mexico,1988,female,5-14 years,15,10101000,0.15,"183,144,164,357",2630,Generation X
16612,Mexico,1989,male,75+ years,83,476000,17.44,"222,977,046,516",3125,G.I. Generation
16613,Mexico,1989,male,55-74 years,212,2613000,8.11,"222,977,046,516",3125,G.I. Generation
16614,Mexico,1989,male,35-54 years,404,6586000,6.13,"222,977,046,516",3125,Silent
16615,Mexico,1989,male,25-34 years,369,6109000,6.04,"222,977,046,516",3125,Boomers
16616,Mexico,1989,male,15-24 years,472,9284000,5.08,"222,977,046,516",3125,Generation X
16617,Mexico,1989,female,35-54 years,79,6807000,1.16,"222,977,046,516",3125,Silent
16618,Mexico,1989,female,15-24 years,96,9111000,1.05,"222,977,046,516",3125,Generation X
16619,Mexico,1989,female,25-34 years,64,6186000,1.03,"222,977,046,516",3125,Boomers
16620,Mexico,1989,female,55-74 years,27,2961000,0.91,"222,977,046,516",3125,G.I. Generation
16621,Mexico,1989,female,75+ years,5,632000,0.79,"222,977,046,516",3125,G.I. Generation
16622,Mexico,1989,male,5-14 years,40,10466000,0.38,"222,977,046,516",3125,Generation X
16623,Mexico,1989,female,5-14 years,14,10128000,0.14,"222,977,046,516",3125,Generation X
16624,Mexico,1990,male,75+ years,87,489000,17.79,"262,709,948,091",3595,G.I. Generation
16625,Mexico,1990,male,55-74 years,224,2709000,8.27,"262,709,948,091",3595,G.I. Generation
16626,Mexico,1990,male,35-54 years,437,6812000,6.42,"262,709,948,091",3595,Silent
16627,Mexico,1990,male,25-34 years,387,6347000,6.1,"262,709,948,091",3595,Boomers
16628,Mexico,1990,male,15-24 years,472,9501000,4.97,"262,709,948,091",3595,Generation X
16629,Mexico,1990,female,15-24 years,114,9327000,1.22,"262,709,948,091",3595,Generation X
16630,Mexico,1990,female,55-74 years,34,3073000,1.11,"262,709,948,091",3595,G.I. Generation
16631,Mexico,1990,female,25-34 years,57,6426000,0.89,"262,709,948,091",3595,Boomers
16632,Mexico,1990,female,35-54 years,58,7045000,0.82,"262,709,948,091",3595,Silent
16633,Mexico,1990,female,75+ years,5,650900,0.77,"262,709,948,091",3595,G.I. Generation
16634,Mexico,1990,male,5-14 years,41,10518000,0.39,"262,709,948,091",3595,Generation X
16635,Mexico,1990,female,5-14 years,10,10179000,0.1,"262,709,948,091",3595,Generation X
16636,Mexico,1991,male,75+ years,73,500300,14.59,"314,454,015,372",4204,G.I. Generation
16637,Mexico,1991,male,55-74 years,240,2799000,8.57,"314,454,015,372",4204,Silent
16638,Mexico,1991,male,25-34 years,430,6592000,6.52,"314,454,015,372",4204,Boomers
16639,Mexico,1991,male,35-54 years,440,7060000,6.23,"314,454,015,372",4204,Boomers
16640,Mexico,1991,male,15-24 years,560,9666000,5.79,"314,454,015,372",4204,Generation X
16641,Mexico,1991,female,75+ years,8,667000,1.2,"314,454,015,372",4204,G.I. Generation
16642,Mexico,1991,female,15-24 years,113,9492000,1.19,"314,454,015,372",4204,Generation X
16643,Mexico,1991,female,25-34 years,72,6672000,1.08,"314,454,015,372",4204,Boomers
16644,Mexico,1991,female,35-54 years,75,7306000,1.03,"314,454,015,372",4204,Boomers
16645,Mexico,1991,female,55-74 years,28,3182000,0.88,"314,454,015,372",4204,Silent
16646,Mexico,1991,male,5-14 years,46,10601000,0.43,"314,454,015,372",4204,Millenials
16647,Mexico,1991,female,5-14 years,18,10259000,0.18,"314,454,015,372",4204,Millenials
16648,Mexico,1992,male,75+ years,95,549600,17.29,"363,609,163,462",4830,G.I. Generation
16649,Mexico,1992,male,55-74 years,243,2862600,8.49,"363,609,163,462",4830,Silent
16650,Mexico,1992,male,25-34 years,484,6347100,7.63,"363,609,163,462",4830,Boomers
16651,Mexico,1992,male,35-54 years,482,7168700,6.72,"363,609,163,462",4830,Boomers
16652,Mexico,1992,male,15-24 years,554,9572400,5.79,"363,609,163,462",4830,Generation X
16653,Mexico,1992,female,15-24 years,126,9605800,1.31,"363,609,163,462",4830,Generation X
16654,Mexico,1992,female,25-34 years,84,6654900,1.26,"363,609,163,462",4830,Boomers
16655,Mexico,1992,female,75+ years,8,730100,1.1,"363,609,163,462",4830,G.I. Generation
16656,Mexico,1992,female,55-74 years,33,3193600,1.03,"363,609,163,462",4830,Silent
16657,Mexico,1992,female,35-54 years,66,7544500,0.87,"363,609,163,462",4830,Boomers
16658,Mexico,1992,male,5-14 years,41,10704300,0.38,"363,609,163,462",4830,Millenials
16659,Mexico,1992,female,5-14 years,21,10352200,0.2,"363,609,163,462",4830,Millenials
16660,Mexico,1993,male,75+ years,95,560100,16.96,"500,736,065,605",6518,G.I. Generation
16661,Mexico,1993,male,55-74 years,255,2963500,8.6,"500,736,065,605",6518,Silent
16662,Mexico,1993,male,25-34 years,488,6543100,7.46,"500,736,065,605",6518,Boomers
16663,Mexico,1993,male,35-54 years,546,7427100,7.35,"500,736,065,605",6518,Boomers
16664,Mexico,1993,male,15-24 years,582,9745400,5.97,"500,736,065,605",6518,Generation X
16665,Mexico,1993,female,15-24 years,126,9764500,1.29,"500,736,065,605",6518,Generation X
16666,Mexico,1993,female,35-54 years,83,7837300,1.06,"500,736,065,605",6518,Boomers
16667,Mexico,1993,female,55-74 years,32,3305700,0.97,"500,736,065,605",6518,Silent
16668,Mexico,1993,female,25-34 years,64,6871000,0.93,"500,736,065,605",6518,Boomers
16669,Mexico,1993,female,75+ years,6,745600,0.8,"500,736,065,605",6518,G.I. Generation
16670,Mexico,1993,male,5-14 years,45,10712100,0.42,"500,736,065,605",6518,Millenials
16671,Mexico,1993,female,5-14 years,20,10351400,0.19,"500,736,065,605",6518,Millenials
16672,Mexico,1994,male,75+ years,100,573400,17.44,"527,813,238,126",6735,G.I. Generation
16673,Mexico,1994,male,55-74 years,299,3066800,9.75,"527,813,238,126",6735,Silent
16674,Mexico,1994,male,25-34 years,550,6757200,8.14,"527,813,238,126",6735,Boomers
16675,Mexico,1994,male,35-54 years,554,7691700,7.2,"527,813,238,126",6735,Boomers
16676,Mexico,1994,male,15-24 years,646,9882000,6.54,"527,813,238,126",6735,Generation X
16677,Mexico,1994,female,15-24 years,168,9886600,1.7,"527,813,238,126",6735,Generation X
16678,Mexico,1994,female,75+ years,12,764600,1.57,"527,813,238,126",6735,G.I. Generation
16679,Mexico,1994,female,35-54 years,88,8137700,1.08,"527,813,238,126",6735,Boomers
16680,Mexico,1994,female,25-34 years,71,7102600,1.0,"527,813,238,126",6735,Boomers
16681,Mexico,1994,female,55-74 years,28,3420700,0.82,"527,813,238,126",6735,Silent
16682,Mexico,1994,male,5-14 years,46,10730100,0.43,"527,813,238,126",6735,Millenials
16683,Mexico,1994,female,5-14 years,26,10360700,0.25,"527,813,238,126",6735,Millenials
16684,Mexico,1995,male,75+ years,111,590900,18.78,"360,073,909,244",4505,G.I. Generation
16685,Mexico,1995,male,55-74 years,298,3172300,9.39,"360,073,909,244",4505,Silent
16686,Mexico,1995,male,25-34 years,640,6993100,9.15,"360,073,909,244",4505,Generation X
16687,Mexico,1995,male,15-24 years,755,9978800,7.57,"360,073,909,244",4505,Generation X
16688,Mexico,1995,male,35-54 years,580,7960500,7.29,"360,073,909,244",4505,Boomers
16689,Mexico,1995,female,15-24 years,198,9970200,1.99,"360,073,909,244",4505,Generation X
16690,Mexico,1995,female,25-34 years,87,7352700,1.18,"360,073,909,244",4505,Generation X
16691,Mexico,1995,female,35-54 years,89,8443500,1.05,"360,073,909,244",4505,Boomers
16692,Mexico,1995,female,75+ years,8,789100,1.01,"360,073,909,244",4505,G.I. Generation
16693,Mexico,1995,female,55-74 years,34,3538000,0.96,"360,073,909,244",4505,Silent
16694,Mexico,1995,male,5-14 years,50,10758200,0.46,"360,073,909,244",4505,Millenials
16695,Mexico,1995,female,5-14 years,27,10379800,0.26,"360,073,909,244",4505,Millenials
16696,Mexico,1996,male,75+ years,115,684228,16.81,"410,975,595,310",4904,G.I. Generation
16697,Mexico,1996,male,55-74 years,309,3367371,9.18,"410,975,595,310",4904,Silent
16698,Mexico,1996,male,25-34 years,620,7310893,8.48,"410,975,595,310",4904,Generation X
16699,Mexico,1996,male,35-54 years,638,8288306,7.7,"410,975,595,310",4904,Boomers
16700,Mexico,1996,male,15-24 years,771,10461846,7.37,"410,975,595,310",4904,Generation X
16701,Mexico,1996,female,15-24 years,217,10401655,2.09,"410,975,595,310",4904,Generation X
16702,Mexico,1996,female,25-34 years,108,7578706,1.43,"410,975,595,310",4904,Generation X
16703,Mexico,1996,female,35-54 years,103,8556474,1.2,"410,975,595,310",4904,Boomers
16704,Mexico,1996,female,55-74 years,33,3868948,0.85,"410,975,595,310",4904,Silent
16705,Mexico,1996,male,5-14 years,61,11350080,0.54,"410,975,595,310",4904,Millenials
16706,Mexico,1996,female,75+ years,4,953167,0.42,"410,975,595,310",4904,G.I. Generation
16707,Mexico,1996,female,5-14 years,29,10980620,0.26,"410,975,595,310",4904,Millenials
16708,Mexico,1997,male,75+ years,109,713693,15.27,"500,413,483,109",5864,G.I. Generation
16709,Mexico,1997,male,25-34 years,721,7614070,9.47,"500,413,483,109",5864,Generation X
16710,Mexico,1997,male,15-24 years,931,10469891,8.89,"500,413,483,109",5864,Generation X
16711,Mexico,1997,male,55-74 years,280,3469821,8.07,"500,413,483,109",5864,Silent
16712,Mexico,1997,male,35-54 years,689,8545328,8.06,"500,413,483,109",5864,Boomers
16713,Mexico,1997,female,15-24 years,255,10389836,2.45,"500,413,483,109",5864,Generation X
16714,Mexico,1997,female,25-34 years,118,7878137,1.5,"500,413,483,109",5864,Generation X
16715,Mexico,1997,female,35-54 years,97,8847199,1.1,"500,413,483,109",5864,Boomers
16716,Mexico,1997,female,55-74 years,35,3962305,0.88,"500,413,483,109",5864,Silent
16717,Mexico,1997,male,5-14 years,81,11419034,0.71,"500,413,483,109",5864,Millenials
16718,Mexico,1997,female,75+ years,4,995305,0.4,"500,413,483,109",5864,G.I. Generation
16719,Mexico,1997,female,5-14 years,30,11036261,0.27,"500,413,483,109",5864,Millenials
16720,Mexico,1998,male,75+ years,117,743519,15.74,"526,502,129,378",6064,G.I. Generation
16721,Mexico,1998,male,25-34 years,774,7923430,9.77,"526,502,129,378",6064,Generation X
16722,Mexico,1998,male,15-24 years,860,10444415,8.23,"526,502,129,378",6064,Generation X
16723,Mexico,1998,male,55-74 years,288,3576372,8.05,"526,502,129,378",6064,Silent
16724,Mexico,1998,male,35-54 years,676,8802383,7.68,"526,502,129,378",6064,Boomers
16725,Mexico,1998,female,15-24 years,227,10340767,2.2,"526,502,129,378",6064,Generation X
16726,Mexico,1998,female,25-34 years,113,8178534,1.38,"526,502,129,378",6064,Generation X
16727,Mexico,1998,female,35-54 years,95,9136813,1.04,"526,502,129,378",6064,Boomers
16728,Mexico,1998,female,75+ years,10,1038891,0.96,"526,502,129,378",6064,G.I. Generation
16729,Mexico,1998,male,5-14 years,87,11488804,0.76,"526,502,129,378",6064,Millenials
16730,Mexico,1998,female,55-74 years,29,4058048,0.71,"526,502,129,378",6064,Silent
16731,Mexico,1998,female,5-14 years,36,11093702,0.32,"526,502,129,378",6064,Millenials
16732,Mexico,1999,male,75+ years,109,772816,14.1,"600,232,874,043",6800,G.I. Generation
16733,Mexico,1999,male,15-24 years,940,10416842,9.02,"600,232,874,043",6800,Generation X
16734,Mexico,1999,male,25-34 years,726,8214958,8.84,"600,232,874,043",6800,Generation X
16735,Mexico,1999,male,55-74 years,317,3684714,8.6,"600,232,874,043",6800,Silent
16736,Mexico,1999,male,35-54 years,668,9064400,7.37,"600,232,874,043",6800,Boomers
16737,Mexico,1999,female,15-24 years,211,10286270,2.05,"600,232,874,043",6800,Generation X
16738,Mexico,1999,female,35-54 years,114,9433287,1.21,"600,232,874,043",6800,Boomers
16739,Mexico,1999,female,25-34 years,100,8457907,1.18,"600,232,874,043",6800,Generation X
16740,Mexico,1999,female,75+ years,9,1083212,0.83,"600,232,874,043",6800,G.I. Generation
16741,Mexico,1999,female,55-74 years,34,4152769,0.82,"600,232,874,043",6800,Silent
16742,Mexico,1999,male,5-14 years,59,11553882,0.51,"600,232,874,043",6800,Millenials
16743,Mexico,1999,female,5-14 years,40,11150920,0.36,"600,232,874,043",6800,Millenials
16744,Mexico,2000,male,75+ years,105,801173,13.11,"707,906,744,575",7892,G.I. Generation
16745,Mexico,2000,male,25-34 years,797,8473261,9.41,"707,906,744,575",7892,Generation X
16746,Mexico,2000,male,15-24 years,870,10407812,8.36,"707,906,744,575",7892,Generation X
16747,Mexico,2000,male,55-74 years,317,3793938,8.36,"707,906,744,575",7892,Silent
16748,Mexico,2000,male,35-54 years,755,9334127,8.09,"707,906,744,575",7892,Boomers
16749,Mexico,2000,female,15-24 years,231,10247321,2.25,"707,906,744,575",7892,Generation X
16750,Mexico,2000,female,25-34 years,101,8702615,1.16,"707,906,744,575",7892,Generation X
16751,Mexico,2000,female,35-54 years,111,9741546,1.14,"707,906,744,575",7892,Boomers
16752,Mexico,2000,female,75+ years,12,1128113,1.06,"707,906,744,575",7892,G.I. Generation
16753,Mexico,2000,female,55-74 years,39,4245190,0.92,"707,906,744,575",7892,Silent
16754,Mexico,2000,male,5-14 years,75,11611360,0.65,"707,906,744,575",7892,Millenials
16755,Mexico,2000,female,5-14 years,43,11208337,0.38,"707,906,744,575",7892,Millenials
16756,Mexico,2001,male,75+ years,161,836476,19.25,"756,706,300,590",8311,Silent
16757,Mexico,2001,male,25-34 years,837,8719740,9.6,"756,706,300,590",8311,Generation X
16758,Mexico,2001,male,15-24 years,908,10392763,8.74,"756,706,300,590",8311,Millenials
16759,Mexico,2001,male,55-74 years,338,3891947,8.68,"756,706,300,590",8311,Silent
16760,Mexico,2001,male,35-54 years,765,9614513,7.96,"756,706,300,590",8311,Boomers
16761,Mexico,2001,female,15-24 years,263,10198732,2.58,"756,706,300,590",8311,Millenials
16762,Mexico,2001,female,25-34 years,136,8930235,1.52,"756,706,300,590",8311,Generation X
16763,Mexico,2001,female,35-54 years,148,10069614,1.47,"756,706,300,590",8311,Boomers
16764,Mexico,2001,female,55-74 years,51,4322994,1.18,"756,706,300,590",8311,Silent
16765,Mexico,2001,female,75+ years,13,1178437,1.1,"756,706,300,590",8311,Silent
16766,Mexico,2001,male,5-14 years,79,11648383,0.68,"756,706,300,590",8311,Millenials
16767,Mexico,2001,female,5-14 years,61,11248880,0.54,"756,706,300,590",8311,Millenials
16768,Mexico,2002,male,75+ years,124,869659,14.26,"772,106,378,935",8357,Silent
16769,Mexico,2002,male,25-34 years,852,8935002,9.54,"772,106,378,935",8357,Generation X
16770,Mexico,2002,male,15-24 years,919,10391176,8.84,"772,106,378,935",8357,Millenials
16771,Mexico,2002,male,55-74 years,348,3991819,8.72,"772,106,378,935",8357,Silent
16772,Mexico,2002,male,35-54 years,824,9900926,8.32,"772,106,378,935",8357,Boomers
16773,Mexico,2002,female,15-24 years,260,10166352,2.56,"772,106,378,935",8357,Millenials
16774,Mexico,2002,female,35-54 years,158,10409349,1.52,"772,106,378,935",8357,Boomers
16775,Mexico,2002,female,25-34 years,119,9124293,1.3,"772,106,378,935",8357,Generation X
16776,Mexico,2002,female,55-74 years,46,4401799,1.05,"772,106,378,935",8357,Silent
16777,Mexico,2002,male,5-14 years,103,11684250,0.88,"772,106,378,935",8357,Millenials
16778,Mexico,2002,female,75+ years,10,1227458,0.81,"772,106,378,935",8357,Silent
16779,Mexico,2002,female,5-14 years,63,11292233,0.56,"772,106,378,935",8357,Millenials
16780,Mexico,2003,male,75+ years,151,901495,16.75,"729,336,319,677",7779,Silent
16781,Mexico,2003,male,25-34 years,911,9114537,10.0,"729,336,319,677",7779,Generation X
16782,Mexico,2003,male,55-74 years,385,4100347,9.39,"729,336,319,677",7779,Silent
16783,Mexico,2003,male,15-24 years,953,10408446,9.16,"729,336,319,677",7779,Millenials
16784,Mexico,2003,male,35-54 years,885,10201542,8.68,"729,336,319,677",7779,Boomers
16785,Mexico,2003,female,15-24 years,280,10156204,2.76,"729,336,319,677",7779,Millenials
16786,Mexico,2003,female,35-54 years,171,10765671,1.59,"729,336,319,677",7779,Boomers
16787,Mexico,2003,female,25-34 years,125,9280350,1.35,"729,336,319,677",7779,Generation X
16788,Mexico,2003,female,55-74 years,55,4489997,1.22,"729,336,319,677",7779,Silent
16789,Mexico,2003,female,75+ years,11,1276432,0.86,"729,336,319,677",7779,Silent
16790,Mexico,2003,male,5-14 years,91,11723507,0.78,"729,336,319,677",7779,Millenials
16791,Mexico,2003,female,5-14 years,52,11340331,0.46,"729,336,319,677",7779,Millenials
16792,Mexico,2004,male,75+ years,140,932624,15.01,"782,240,601,985",8217,Silent
16793,Mexico,2004,male,25-34 years,885,9254521,9.56,"782,240,601,985",8217,Generation X
16794,Mexico,2004,male,55-74 years,390,4227720,9.22,"782,240,601,985",8217,Silent
16795,Mexico,2004,male,15-24 years,942,10447031,9.02,"782,240,601,985",8217,Millenials
16796,Mexico,2004,male,35-54 years,926,10528424,8.8,"782,240,601,985",8217,Boomers
16797,Mexico,2004,female,15-24 years,238,10169971,2.34,"782,240,601,985",8217,Millenials
16798,Mexico,2004,female,25-34 years,158,9394059,1.68,"782,240,601,985",8217,Generation X
16799,Mexico,2004,female,55-74 years,67,4599859,1.46,"782,240,601,985",8217,Silent
16800,Mexico,2004,female,35-54 years,148,11144750,1.33,"782,240,601,985",8217,Boomers
16801,Mexico,2004,female,75+ years,14,1326483,1.06,"782,240,601,985",8217,Silent
16802,Mexico,2004,male,5-14 years,98,11772473,0.83,"782,240,601,985",8217,Millenials
16803,Mexico,2004,female,5-14 years,50,11395153,0.44,"782,240,601,985",8217,Millenials
16804,Mexico,2005,male,75+ years,154,963447,15.98,"877,476,221,382",9071,Silent
16805,Mexico,2005,male,25-34 years,956,9355305,10.22,"877,476,221,382",9071,Generation X
16806,Mexico,2005,male,35-54 years,1018,10888804,9.35,"877,476,221,382",9071,Boomers
16807,Mexico,2005,male,15-24 years,943,10509381,8.97,"877,476,221,382",9071,Millenials
16808,Mexico,2005,male,55-74 years,375,4380597,8.56,"877,476,221,382",9071,Silent
16809,Mexico,2005,female,15-24 years,272,10208805,2.66,"877,476,221,382",9071,Millenials
16810,Mexico,2005,female,25-34 years,159,9465920,1.68,"877,476,221,382",9071,Generation X
16811,Mexico,2005,female,35-54 years,177,11550016,1.53,"877,476,221,382",9071,Boomers
16812,Mexico,2005,female,55-74 years,54,4739632,1.14,"877,476,221,382",9071,Silent
16813,Mexico,2005,male,5-14 years,98,11833699,0.83,"877,476,221,382",9071,Millenials
16814,Mexico,2005,female,75+ years,11,1378312,0.8,"877,476,221,382",9071,Silent
16815,Mexico,2005,female,5-14 years,57,11456090,0.5,"877,476,221,382",9071,Millenials
16816,Mexico,2006,male,75+ years,139,1009855,13.76,"975,387,131,716",9906,Silent
16817,Mexico,2006,male,25-34 years,928,9459323,9.81,"975,387,131,716",9906,Generation X
16818,Mexico,2006,male,55-74 years,419,4535133,9.24,"975,387,131,716",9906,Silent
16819,Mexico,2006,male,35-54 years,995,11286802,8.82,"975,387,131,716",9906,Boomers
16820,Mexico,2006,male,15-24 years,926,10624582,8.72,"975,387,131,716",9906,Millenials
16821,Mexico,2006,female,15-24 years,287,10309008,2.78,"975,387,131,716",9906,Millenials
16822,Mexico,2006,female,25-34 years,137,9546600,1.44,"975,387,131,716",9906,Generation X
